Name,Date time,Maximum Temperature,Minimum Temperature,Temperature,Wind Chill,Heat Index,Precipitation,Snow,Snow Depth,Wind Speed,Wind Direction,Wind Gust,Visibility,Cloud Cover,Relative Humidity,Conditions
"San Fransisco, Corrientes, Argentina",12/17/2020,32.4,20.7,28.6,,33.1,0,0,0,44.6,102.14,,20,4.3,57.05,Clear
"San Fransisco, Corrientes, Argentina",12/18/2020,33.9,21.4,29.9,,35.5,0,0,0,16.6,100.71,,17.9,15,56.85,Clear
"San Fransisco, Corrientes, Argentina",12/19/2020,27.9,21.7,24.5,,29.3,56.7,0,0,29.5,230.71,,17.4,65.7,75.81,"Rain, Partially cloudy"
"San Fransisco, Corrientes, Argentina",12/20/2020,26.7,17.4,23.2,,,0,0,0,22.3,196.15,,20,28.5,52.9,Partially cloudy
"San Fransisco, Corrientes, Argentina",12/21/2020,27.2,16.7,24,,26.8,0,0,0,25.9,177.14,,20,0,47.06,Clear
"San Fransisco, Corrientes, Argentina",12/22/2020,29.4,15.1,24.8,,28,0,0,0,16.6,110,,20,0,42.2,Clear
"San Fransisco, Corrientes, Argentina",12/23/2020,30.2,18.1,26.2,,30,0,0,0,16.6,112.31,,20,0,53.71,Clear
"San Fransisco, Corrientes, Argentina",12/24/2020,33.2,19.4,28.5,,36,0,0,0,13,99.29,,20,12.9,59.14,Clear
"San Fransisco, Corrientes, Argentina",12/25/2020,32.2,22.9,27.9,,38.2,0,0,0,22.3,126.92,,20,88.5,70.03,Overcast
"San Fransisco, Corrientes, Argentina",12/26/2020,32.2,22.4,28,,36.1,0.2,0,0,20.5,160.77,,20,46.2,67.16,"Rain, Partially cloudy"
"San Fransisco, Corrientes, Argentina",12/27/2020,32.7,20.7,28.6,,34.4,0,0,0,14.8,103.85,,20,20,61.84,Clear
"San Fransisco, Corrientes, Argentina",12/28/2020,33.2,22.1,29.3,,36.3,0,0,0,13,119.29,,20,19.3,60.11,Clear
"San Fransisco, Corrientes, Argentina",12/29/2020,34.2,23.4,30.7,,37,0,0,0,9.4,102.14,,20,20.7,57.64,Clear
"San Fransisco, Corrientes, Argentina",12/30/2020,35.1,21.7,27.7,,40,0,0,0,48.2,256.67,,20,59.2,70.89,Partially cloudy
"San Fransisco, Corrientes, Argentina",12/31/2020,27.1,16.1,23.4,,26.5,13,0,0,18.4,159.23,,20,0,46.7,Rain
